time, r_des, r_act, th_des, th_act,dr_des, dr_act, dth_des, dth_act, tau_HAA, tau_HFE, tau_KFE, phase, event, touch 
0.0123,0.3536,0.366477,1.36394,1.32962,0,-0.0261272,0,-9.2654,0,10.3802,-19.9686,0,0,0
0.0124,0.3536,0.366636,1.36394,1.32922,0,-0.0262214,0,-9.26678,0,10.5319,-19.339,0,0,0
0.0125,0.3536,0.366794,1.36394,1.32883,0,-0.0263145,0,-9.26698,0,10.6834,-18.7099,0,0,0
0.0126,0.3536,0.366953,1.36394,1.32843,0,-0.0264063,0,-9.26599,0,10.8346,-18.0819,0,0,0
0.0127,0.3536,0.367112,1.36394,1.32804,0,-0.026497,0,-9.26384,0,10.9856,-17.4549,0,0,0
0.0128,0.3536,0.36727,1.36394,1.32764,0,-0.0265865,0,-9.26052,0,11.1361,-16.8289,0,0,0
0.0129,0.3536,0.367429,1.36394,1.32725,0,-0.0266749,0,-9.25603,0,11.2862,-16.2042,0,0,0
0.013,0.3536,0.367587,1.36394,1.32686,0,-0.0267621,0,-9.2504,0,11.436,-15.5806,0,0,0
0.0131,0.3536,0.367745,1.36394,1.32647,0,-0.0268483,0,-9.24362,0,11.5853,-14.9582,0,0,0
0.0132,0.3536,0.367903,1.36394,1.32609,0,-0.0269333,0,-9.2357,0,11.7343,-14.3374,0,0,0
0.0133,0.3536,0.368061,1.36394,1.3257,0,-0.0270172,0,-9.22665,0,11.8827,-13.7182,0,0,0
0.0134,0.3536,0.368218,1.36394,1.32532,0,-0.0271001,0,-9.21648,0,12.0306,-13.1003,0,0,0
0.0135,0.3536,0.368375,1.36394,1.32494,0,-0.027182,0,-9.20519,0,12.178,-12.4841,0,0,0
0.0136,0.3536,0.368532,1.36394,1.32456,0,-0.0272628,0,-9.19278,0,12.3248,-11.8696,0,0,0
0.0137,0.3536,0.368689,1.36394,1.32418,0,-0.0273426,0,-9.17928,0,12.4711,-11.257,0,0,0
0.0138,0.3536,0.368845,1.36394,1.32381,0,-0.0274214,0,-9.16468,0,12.6168,-10.6459,0,0,0
0.0139,0.3536,0.369001,1.36394,1.32343,0,-0.0274991,0,-9.14899,0,12.7617,-10.0371,0,0,0
0.014,0.3536,0.369157,1.36394,1.32306,0,-0.0275759,0,-9.13223,0,12.9061,-9.4302,0,0,0
0.0141,0.3536,0.369312,1.36394,1.32269,0,-0.0276517,0,-9.11439,0,13.0497,-8.82539,0,0,0
