time, r_des, r_act, th_des, th_act,dr_des, dr_act, dth_des, dth_act, tau_HAA, tau_HFE, tau_KFE 
0.4302,0.4,0.499424,0,1.56464,0,0.00106076,0,-3.35926,0.762913,0.6503,28.239
0.4303,0.4,0.49942,0,1.56461,0,0.00106781,0,-3.29181,0.763052,0.650943,28.3732
0.4304,0.4,0.499416,0,1.56459,0,0.00107489,0,-3.2244,0.762952,0.651345,28.4939
0.4305,0.4,0.499412,0,1.56457,0,0.001082,0,-3.15703,0.76261,0.651497,28.6022
0.4306,0.4,0.499409,0,1.56455,0,0.00108913,0,-3.08973,0.762034,0.651409,28.6982
0.4307,0.4,0.499405,0,1.56453,0,0.00109629,0,-3.02253,0.761223,0.65108,28.7819
0.4308,0.4,0.499401,0,1.56452,0,0.00110346,0,-2.95545,0.760185,0.650516,28.8526
0.4309,0.4,0.499397,0,1.56451,0,0.00111066,0,-2.88852,0.758917,0.649712,28.9104
0.431,0.4,0.499394,0,1.5645,0,0.00111787,0,-2.82175,0.757413,0.648666,28.9553
0.4311,0.4,0.49939,0,1.5645,0,0.0011251,0,-2.75518,0.755677,0.647378,28.9885
0.4312,0.4,0.499387,0,1.56449,0,0.00113234,0,-2.68882,0.75372,0.645859,29.0087
0.4313,0.4,0.499384,0,1.56449,0,0.00113959,0,-2.62269,0.751536,0.644103,29.016
0.4314,0.4,0.49938,0,1.5645,0,0.00114684,0,-2.55683,0.749126,0.642112,29.0115
0.4315,0.4,0.499377,0,1.5645,0,0.00115411,0,-2.49125,0.746497,0.639891,28.9935
0.4316,0.4,0.499374,0,1.56451,0,0.00116137,0,-2.42598,0.743644,0.637433,28.9638
0.4317,0.4,0.499371,0,1.56452,0,0.00116863,0,-2.36103,0.740573,0.634748,28.9218
0.4318,0.4,0.499368,0,1.56453,0,0.00117589,0,-2.29644,0.737288,0.631837,28.8674
0.4319,0.4,0.499365,0,1.56454,0,0.00118315,0,-2.23222,0.733789,0.628699,28.8013
0.432,0.4,0.499362,0,1.56456,0,0.0011904,0,-2.16839,0.730084,0.625342,28.7222
0.4321,0.4,0.49936,0,1.56458,0,0.00119763,0,-2.10498,0.726164,0.621759,28.6314
0.4322,0.4,0.499357,0,1.5646,0,0.00120486,0,-2.04201,0.722037,0.617958,28.5282
0.4323,0.4,0.499354,0,1.56463,0,0.00121203,0,-1.97949,0.717703,0.613936,28.4139
0.4324,0.4,0.499352,0,1.56465,0,0.00121912,0,-1.91746,0.713155,0.609706,28.2879
0.4325,0.4,0.499349,0,1.56468,0,0.00122702,0,-1.85589,0.70841,0.605278,28.1495
0.4326,0.4,0.499347,0,1.56471,0,0.00123529,0,-1.79483,0.70379,0.600619,27.9994
0.4327,0.4,0.499344,0,1.56475,0,0.00124368,0,-1.73431,0.698976,0.595747,27.8375
0.4328,0.4,0.499342,0,1.56478,0,0.00125204,0,-1.67434,0.693868,0.590667,27.6651
0.4329,0.4,0.49934,0,1.56482,0,0.00126031,0,-1.61496,0.688474,0.585393,27.4809
0.433,0.4,0.499338,0,1.56486,0,0.00126845,0,-1.55618,0.68281,0.579921,27.2849
0.4331,0.4,0.499336,0,1.5649,0,0.00127644,0,-1.49803,0.676903,0.574248,27.0784
0.4332,0.4,0.499334,0,1.56495,0,0.00128426,0,-1.44051,0.670781,0.568385,26.8613
0.4333,0.4,0.499332,0,1.565,0,0.00129193,0,-1.38366,0.664464,0.562335,26.6325
0.4334,0.4,0.49933,0,1.56505,0,0.00129942,0,-1.32749,0.657956,0.556094,26.3931
0.4335,0.4,0.499329,0,1.5651,0,0.00130675,0,-1.27201,0.651267,0.549666,26.1437
0.4336,0.4,0.499327,0,1.56515,0,0.00131391,0,-1.21724,0.64441,0.543061,25.8837
0.4337,0.4,0.499325,0,1.56521,0,0.00132091,0,-1.16321,0.637389,0.53628,25.6138
0.4338,0.4,0.499324,0,1.56526,0,0.00132773,0,-1.10992,0.630209,0.529328,25.3333
0.4339,0.4,0.499322,0,1.56532,0,0.00133439,0,-1.05739,0.622869,0.522204,25.0422
0.434,0.4,0.499321,0,1.56539,0,0.00134089,0,-1.00564,0.615363,0.514905,24.7417
0.4341,0.4,0.499319,0,1.56545,0,0.0013473,0,-0.954682,0.607719,0.507443,24.4319
0.4342,0.4,0.499318,0,1.56551,0,0.00135363,0,-0.904529,0.59995,0.499824,24.1126
0.4343,0.4,0.499317,0,1.56558,0,0.00135988,0,-0.855196,0.592057,0.492051,23.7833
0.4344,0.4,0.499316,0,1.56565,0,0.00136606,0,-0.806698,0.584031,0.48412,23.4453
0.4345,0.4,0.499315,0,1.56572,0,0.00137217,0,-0.759048,0.575876,0.476041,23.0978
0.4346,0.4,0.499314,0,1.56579,0,0.00137822,0,-0.712261,0.567587,0.467814,22.7416
0.4347,0.4,0.499313,0,1.56587,0,0.00138419,0,-0.666349,0.559169,0.459444,22.3765
0.4348,0.4,0.499312,0,1.56594,0,0.0013901,0,-0.621326,0.550621,0.450935,22.0032
0.4349,0.4,0.499311,0,1.56602,0,0.00139594,0,-0.577204,0.541949,0.442294,21.6217
0.435,0.4,0.49931,0,1.5661,0,0.0014017,0,-0.533994,0.533158,0.433524,21.232
0.4351,0.4,0.499309,0,1.56618,0,0.00140739,0,-0.491709,0.524249,0.42463,20.8341
0.4352,0.4,0.499309,0,1.56626,0,0.00141301,0,-0.45036,0.515222,0.415611,20.4285
0.4353,0.4,0.499308,0,1.56635,0,0.00141855,0,-0.409958,0.506084,0.406475,20.0159
0.4354,0.4,0.499308,0,1.56643,0,0.00142401,0,-0.370512,0.496843,0.39723,19.5956
0.4355,0.4,0.499307,0,1.56652,0,0.0014294,0,-0.332036,0.487497,0.387875,19.1671
0.4356,0.4,0.499306,0,1.56661,0,0.00143471,0,-0.294536,0.478042,0.378406,18.7328
0.4357,0.4,0.499306,0,1.5667,0,0.00143994,0,-0.258023,0.468496,0.368842,18.2914
0.4358,0.4,0.499306,0,1.56679,0,0.00144509,0,-0.222504,0.458857,0.359181,17.8436
0.4359,0.4,0.499305,0,1.56688,0,0.00145016,0,-0.18799,0.449131,0.349428,17.3887
0.436,0.4,0.499305,0,1.56698,0,0.00145515,0,-0.154487,0.439315,0.339583,16.9285
0.4361,0.4,0.499305,0,1.56707,0,0.00146005,0,-0.122005,0.429422,0.329658,16.4613
0.4362,0.4,0.499305,0,1.56717,0,0.00146488,0,-0.0905478,0.419445,0.319647,15.9894
0.4363,0.4,0.499304,0,1.56726,0,0.00146962,0,-0.0601238,0.409402,0.309567,15.5117
0.4364,0.4,0.499304,0,1.56736,0,0.00147428,0,-0.0307378,0.399289,0.299415,15.0292
0.4365,0.4,0.499304,0,1.56746,0,0.00147886,0,-0.00239817,0.389117,0.289203,14.5403
0.4366,0.4,0.499304,0,1.56756,0,0.00148335,0,0.0248924,0.378875,0.278919,14.0479
0.4367,0.4,0.499304,0,1.56766,0,0.00148776,0,0.0511278,0.368583,0.268586,13.5501
0.4368,0.4,0.499304,0,1.56776,0,0.00149208,0,0.0763031,0.358237,0.258197,13.0477
0.4369,0.4,0.499304,0,1.56786,0,0.00149632,0,0.100414,0.347839,0.247756,12.5412
0.437,0.4,0.499304,0,1.56797,0,0.00150048,0,0.123457,0.337396,0.23727,12.03
0.4371,0.4,0.499304,0,1.56807,0,0.00150455,0,0.145429,0.326906,0.226738,11.5159
0.4372,0.4,0.499304,0,1.56817,0,0.00150854,0,0.166329,0.316384,0.216174,10.9988
0.4373,0.4,0.499305,0,1.56828,0,0.00151245,0,0.186152,0.305839,0.205587,10.4771
0.4374,0.4,0.499305,0,1.56838,0,0.00151627,0,0.204899,0.295257,0.194965,9.95357
0.4375,0.4,0.499305,0,1.56849,0,0.00152001,0,0.222567,0.284659,0.184328,9.42595
0.4376,0.4,0.499305,0,1.5686,0,0.00152366,0,0.239154,0.274035,0.173666,8.896
0.4377,0.4,0.499305,0,1.5687,0,0.00152724,0,0.254661,0.263395,0.16299,8.3643
0.4378,0.4,0.499306,0,1.56881,0,0.00153073,0,0.269089,0.252749,0.15231,7.83027
0.4379,0.4,0.499306,0,1.56892,0,0.00153414,0,0.282436,0.242098,0.141627,7.29329
0.438,0.4,0.499306,0,1.56903,0,0.00153746,0,0.294703,0.231437,0.130936,6.75515
0.4381,0.4,0.499307,0,1.56914,0,0.00154071,0,0.305891,0.220778,0.120249,6.21526
0.4382,0.4,0.499307,0,1.56924,0,0.00154387,0,0.316003,0.210124,0.109569,5.67421
0.4383,0.4,0.499307,0,1.56935,0,0.00154696,0,0.325041,0.19948,0.0989014,5.13258
0.4384,0.4,0.499308,0,1.56946,0,0.00154997,0,0.333007,0.188854,0.0882551,4.58979
0.4385,0.4,0.499308,0,1.56957,0,0.00155289,0,0.339904,0.178247,0.0776289,4.04643
0.4386,0.4,0.499308,0,1.56968,0,0.00155574,0,0.345733,0.167661,0.0670278,3.50189
0.4387,0.4,0.499309,0,1.56979,0,0.00155852,0,0.350502,0.157095,0.0564487,2.95855
0.4388,0.4,0.499309,0,1.5699,0,0.00156122,0,0.354212,0.146569,0.0459115,2.41404
0.4389,0.4,0.49931,0,1.57001,0,0.00156384,0,0.356868,0.136071,0.0354051,1.87013
0.439,0.4,0.49931,0,1.57012,0,0.00156638,0,0.358475,0.125611,0.0249394,1.32682
0.4391,0.4,0.49931,0,1.57023,0,0.00156886,0,0.359039,0.115194,0.0145198,0.784116
0.4392,0.4,0.499311,0,1.57033,0,0.00157126,0,0.358567,0.104824,0.00414878,0.243196
0.4393,0.4,0.499311,0,1.57044,0,0.00157359,0,0.357062,0.094512,-0.00616138,-0.297726
0.4394,0.4,0.499312,0,1.57055,0,0.00157585,0,0.354532,0.0842482,-0.0164212,-0.836864
0.4395,0.4,0.499312,0,1.57066,0,0.00157804,0,0.351366,0.0740438,-0.0266197,-1.37422
0.4396,0.4,0.499312,0,1.57076,0,0.00158016,0,0.347189,0.0657248,-0.0349327,-1.90981
0.4397,0.4,0.499313,0,1.57087,0,0.00158222,0,0.342007,0.0565957,-0.0440539,-2.44361
0.4398,0.4,0.499313,0,1.57098,0,0.00158421,0,0.335828,0.0470777,-0.0535621,-2.97505
0.4399,0.4,0.499313,0,1.57108,0,0.00158614,0,0.32866,0.0373955,-0.0632321,-3.50472
0.44,0.4,0.499314,0,1.57119,0,0.001588,0,0.320512,0.0276611,-0.0729524,-4.03143
0.4401,0.4,0.499314,0,1.57129,0,0.00158979,0,0.311394,0.0179437,-0.082654,-4.55518
0.4402,0.4,0.499314,0,1.5714,0,0.00159153,0,0.301315,0.00827898,-0.0923012,-5.07597
0.4403,0.4,0.499315,0,1.5715,0,0.00159319,0,0.290284,-0.00131425,-0.101876,-5.59382
0.4404,0.4,0.499315,0,1.5716,0,0.0015948,0,0.278312,-0.0108266,-0.111369,-6.10812
0.4405,0.4,0.499315,0,1.5717,0,0.00159635,0,0.265408,-0.0202476,-0.12077,-6.61888
0.4406,0.4,0.499316,0,1.5718,0,0.00159784,0,0.251584,-0.0295721,-0.130074,-7.1261
0.4407,0.4,0.499316,0,1.5719,0,0.00159927,0,0.23685,-0.0387976,-0.139279,-7.62918
0.4408,0.4,0.499316,0,1.572,0,0.00160064,0,0.221221,-0.0479173,-0.148378,-8.12694
0.4409,0.4,0.499316,0,1.5721,0,0.00160196,0,0.204706,-0.0569171,-0.157357,-8.62117
0.441,0.4,0.499316,0,1.5722,0,0.00160322,0,0.187316,-0.0658063,-0.166226,-9.11127
0.4411,0.4,0.499316,0,1.57229,0,0.00160443,0,0.169064,-0.0745839,-0.174985,-9.59666
0.4412,0.4,0.499317,0,1.57239,0,0.00160559,0,0.149965,-0.0832448,-0.183628,-10.0761
0.4413,0.4,0.499317,0,1.57248,0,0.00160669,0,0.130029,-0.091775,-0.192141,-10.5515
0.4414,0.4,0.499317,0,1.57258,0,0.00160775,0,0.109271,-0.100184,-0.200535,-11.0209
0.4415,0.4,0.499317,0,1.57267,0,0.00160875,0,0.0877029,-0.108461,-0.208798,-11.4857
0.4416,0.4,0.499317,0,1.57276,0,0.00160971,0,0.0653393,-0.11661,-0.216936,-11.9445
0.4417,0.4,0.499317,0,1.57285,0,0.00161062,0,0.0421956,-0.124625,-0.224941,-12.3968
0.4418,0.4,0.499317,0,1.57294,0,0.00161148,0,0.0182858,-0.132494,-0.232805,-12.8433
0.4419,0.4,0.499317,0,1.57302,0,0.0016123,0,-0.00637573,-0.14022,-0.240527,-13.2838
0.442,0.4,0.499317,0,1.57311,0,0.00161307,0,-0.0317751,-0.147802,-0.24811,-13.7185
0.4421,0.4,0.499317,0,1.57319,0,0.0016138,0,-0.0578958,-0.155242,-0.255553,-14.1461
0.4422,0.4,0.499316,0,1.57328,0,0.00161449,0,-0.084724,-0.162528,-0.262847,-14.5677
0.4423,0.4,0.499316,0,1.57336,0,0.00161514,0,-0.112244,-0.169667,-0.269997,-14.9823
0.4424,0.4,0.499316,0,1.57344,0,0.00161575,0,-0.140438,-0.17665,-0.276996,-15.3899
0.4425,0.4,0.499316,0,1.57352,0,0.00161632,0,-0.169292,-0.183474,-0.283841,-15.7903
0.4426,0.4,0.499315,0,1.57359,0,0.00161685,0,-0.198789,-0.190137,-0.290529,-16.1837
0.4427,0.4,0.499315,0,1.57367,0,0.00161734,0,-0.22891,-0.196639,-0.297062,-16.5688
0.4428,0.4,0.499315,0,1.57374,0,0.0016178,0,-0.259642,-0.202968,-0.303427,-16.9474
0.4429,0.4,0.499314,0,1.57382,0,0.00161822,0,-0.290968,-0.209135,-0.309636,-17.319
0.443,0.4,0.499314,0,1.57389,0,0.0016186,0,-0.32287,-0.21514,-0.31569,-17.6817
0.4431,0.4,0.499313,0,1.57396,0,0.00161896,0,-0.355331,-0.220968,-0.321573,-18.0374
0.4432,0.4,0.499312,0,1.57402,0,0.00161928,0,-0.388331,-0.226628,-0.327294,-18.3835
0.4433,0.4,0.499312,0,1.57409,0,0.00161957,0,-0.421855,-0.232101,-0.332835,-18.7227
0.4434,0.4,0.499311,0,1.57416,0,0.00161982,0,-0.455885,-0.237401,-0.338211,-19.0536
0.4435,0.4,0.499311,0,1.57422,0,0.00162005,0,-0.490404,-0.242524,-0.343417,-19.3762
0.4436,0.4,0.49931,0,1.57428,0,0.00162025,0,-0.525394,-0.247468,-0.348452,-19.6906
0.4437,0.4,0.499309,0,1.57434,0,0.00162042,0,-0.560835,-0.252234,-0.353316,-19.9961
0.4438,0.4,0.499308,0,1.5744,0,0.00162056,0,-0.596712,-0.256814,-0.358003,-20.2934
0.4439,0.4,0.499307,0,1.57445,0,0.00162067,0,-0.633004,-0.261212,-0.362516,-20.5812
0.444,0.4,0.499306,0,1.5745,0,0.00162076,0,-0.669693,-0.26542,-0.366847,-20.8608
0.4441,0.4,0.499305,0,1.57456,0,0.00162082,0,-0.706761,-0.269443,-0.371002,-21.1309
0.4442,0.4,0.499304,0,1.57461,0,0.00162085,0,-0.744189,-0.273274,-0.374974,-21.3928
0.4443,0.4,0.499303,0,1.57466,0,0.00162087,0,-0.781959,-0.27692,-0.378771,-21.6447
0.4444,0.4,0.499302,0,1.5747,0,0.00162085,0,-0.820052,-0.28037,-0.382381,-21.8884
0.4445,0.4,0.499301,0,1.57475,0,0.00162081,0,-0.858449,-0.283634,-0.385814,-22.1225
0.4446,0.4,0.4993,0,1.57479,0,0.00162075,0,-0.897131,-0.286706,-0.389065,-22.3473
0.4447,0.4,0.499298,0,1.57483,0,0.00162067,0,-0.93608,-0.289585,-0.392131,-22.5626
0.4448,0.4,0.499297,0,1.57487,0,0.00162054,0,-0.975276,-0.29227,-0.395014,-22.7685
0.4449,0.4,0.499296,0,1.57491,0,0.00162042,0,-1.0147,-0.294767,-0.39771,-22.965
0.445,0.4,0.499294,0,1.57494,0,0.00162033,0,-1.05433,-0.297053,-0.400222,-23.1521
0.4451,0.4,0.499293,0,1.57497,0,0.0016203,0,-1.09415,-0.299127,-0.40255,-23.3297
0.4452,0.4,0.499291,0,1.575,0,0.00162032,0,-1.13413,-0.300992,-0.404695,-23.4978
0.4453,0.4,0.499289,0,1.57503,0,0.00162041,0,-1.17427,-0.302654,-0.406658,-23.656
0.4454,0.4,0.499288,0,1.57506,0,0.00162056,0,-1.21454,-0.304112,-0.408434,-23.8047
0.4455,0.4,0.499286,0,1.57509,0,0.00162078,0,-1.25491,-0.305371,-0.410026,-23.9434
0.4456,0.4,0.499284,0,1.57511,0,0.00162107,0,-1.29538,-0.306429,-0.411431,-24.0727
0.4457,0.4,0.499282,0,1.57513,0,0.00162143,0,-1.33592,-0.307293,-0.412653,-24.1919
0.4458,0.4,0.499281,0,1.57515,0,0.00162185,0,-1.37651,-0.307959,-0.413689,-24.3018
0.4459,0.4,0.499279,0,1.57517,0,0.00162234,0,-1.41714,-0.308433,-0.414543,-24.4016
0.446,0.4,0.499277,0,1.57518,0,0.00162291,0,-1.45779,-0.308711,-0.415212,-24.4919
0.4461,0.4,0.499274,0,1.5752,0,0.00162354,0,-1.49843,-0.308799,-0.415701,-24.5717
0.4462,0.4,0.499272,0,1.57521,0,0.00162424,0,-1.53906,-0.308689,-0.416002,-24.642
0.4463,0.4,0.49927,0,1.57522,0,0.00162501,0,-1.57964,-0.308386,-0.416121,-24.7029
0.4464,0.4,0.499268,0,1.57522,0,0.00162584,0,-1.62016,-0.307895,-0.416061,-24.7532
0.4465,0.4,0.499266,0,1.57523,0,0.00162675,0,-1.66061,-0.30721,-0.415817,-24.7946
0.4466,0.4,0.499263,0,1.57523,0,0.00162773,0,-1.70096,-0.30634,-0.415398,-24.8255
0.4467,0.4,0.499261,0,1.57524,0,0.00162877,0,-1.7412,-0.305277,-0.414795,-24.8475
0.4468,0.4,0.499258,0,1.57523,0,0.00162988,0,-1.7813,-0.304032,-0.414021,-24.8589
0.4469,0.4,0.499256,0,1.57523,0,0.00163107,0,-1.82126,-0.302597,-0.413065,-24.8608
0.447,0.4,0.499253,0,1.57523,0,0.00163232,0,-1.86105,-0.300977,-0.411933,-24.8533
0.4471,0.4,0.499251,0,1.57522,0,0.00163363,0,-1.90066,-0.299176,-0.410629,-24.8364
0.4472,0.4,0.499248,0,1.57521,0,0.00163502,0,-1.94006,-0.297195,-0.409154,-24.8101
0.4473,0.4,0.499245,0,1.5752,0,0.00163647,0,-1.97924,-0.295037,-0.407511,-24.7732
0.4474,0.4,0.499242,0,1.57519,0,0.00163799,0,-2.01819,-0.292693,-0.405689,-24.7274
0.4475,0.4,0.499239,0,1.57518,0,0.00163957,0,-2.05688,-0.290174,-0.403701,-24.6722
0.4476,0.4,0.499236,0,1.57516,0,0.00164122,0,-2.09529,-0.287481,-0.401546,-24.6069
0.4477,0.4,0.499233,0,1.57514,0,0.00164294,0,-2.13342,-0.284608,-0.399219,-24.5329
0.4478,0.4,0.49923,0,1.57512,0,0.00164472,0,-2.17125,-0.281567,-0.396731,-24.4494
0.4479,0.4,0.499227,0,1.5751,0,0.00164657,0,-2.20875,-0.278355,-0.39408,-24.357
0.448,0.4,0.499224,0,1.57508,0,0.00164847,0,-2.24592,-0.274979,-0.391271,-24.2546
0.4481,0.4,0.499221,0,1.57505,0,0.00165045,0,-2.28273,-0.271432,-0.388298,-24.1434
0.4482,0.4,0.499218,0,1.57503,0,0.00165248,0,-2.31917,-0.267722,-0.385167,-24.0234
0.4483,0.4,0.499214,0,1.575,0,0.00165459,0,-2.35523,-0.26385,-0.381881,-23.8945
0.4484,0.4,0.499211,0,1.57497,0,0.00165674,0,-2.39088,-0.25982,-0.378442,-23.7574
0.4485,0.4,0.499207,0,1.57494,0,0.00165896,0,-2.42612,-0.255642,-0.37486,-23.6108
0.4486,0.4,0.499204,0,1.5749,0,0.00166123,0,-2.46093,-0.251308,-0.371124,-23.4548
0.4487,0.4,0.4992,0,1.57487,0,0.00166356,0,-2.49529,-0.246815,-0.367235,-23.2906
0.4488,0.4,0.499197,0,1.57483,0,0.00166595,0,-2.5292,-0.242172,-0.363198,-23.1181
0.4489,0.4,0.499193,0,1.57479,0,0.00166839,0,-2.56263,-0.237383,-0.359022,-22.9379
0.449,0.4,0.499189,0,1.57475,0,0.0016709,0,-2.59557,-0.232457,-0.354711,-22.7483
0.4491,0.4,0.499185,0,1.57471,0,0.00167346,0,-2.62801,-0.227382,-0.350255,-22.5511
0.4492,0.4,0.499181,0,1.57466,0,0.00167607,0,-2.65993,-0.222173,-0.345666,-22.3456
0.4493,0.4,0.499178,0,1.57462,0,0.00167873,0,-2.69132,-0.216827,-0.340944,-22.1319
0.4494,0.4,0.499174,0,1.57457,0,0.00168145,0,-2.72217,-0.211345,-0.336087,-21.9111
0.4495,0.4,0.49917,0,1.57452,0,0.00168422,0,-2.75247,-0.205741,-0.331107,-21.682
0.4496,0.4,0.499165,0,1.57447,0,0.00168705,0,-2.7822,-0.200007,-0.326001,-21.4447
0.4497,0.4,0.499161,0,1.57442,0,0.00168992,0,-2.81135,-0.194144,-0.320765,-21.2003
0.4498,0.4,0.499157,0,1.57436,0,0.00169285,0,-2.83991,-0.188161,-0.315409,-20.9488
0.4499,0.4,0.499153,0,1.57431,0,0.00169582,0,-2.86786,-0.182063,-0.309938,-20.6891
0.45,0.4,0.499149,0,1.57425,0,0.00169883,0,-2.8952,-0.175844,-0.304344,-20.4235
0.4501,0.4,0.499144,0,1.5742,0,0.0017019,0,-2.92192,-0.169523,-0.298646,-20.1497
0.4502,0.4,0.49914,0,1.57414,0,0.00170501,0,-2.94799,-0.163083,-0.29283,-19.8699
0.4503,0.4,0.499135,0,1.57408,0,0.00170816,0,-2.97343,-0.156547,-0.286912,-19.5831
0.4504,0.4,0.499131,0,1.57402,0,0.00171136,0,-2.9982,-0.149908,-0.28089,-19.2892
0.4505,0.4,0.499126,0,1.57395,0,0.00171459,0,-3.02231,-0.143167,-0.274762,-18.9895
0.4506,0.4,0.499122,0,1.57389,0,0.00171788,0,-3.04575,-0.136334,-0.268538,-18.6832
0.4507,0.4,0.499117,0,1.57382,0,0.00172119,0,-3.06849,-0.129409,-0.262219,-18.3705
0.4508,0.4,0.499113,0,1.57376,0,0.00172454,0,-3.09055,-0.122393,-0.255804,-18.0524
0.4509,0.4,0.499108,0,1.57369,0,0.00172793,0,-3.1119,-0.115298,-0.249305,-17.7279
0.451,0.4,0.499103,0,1.57362,0,0.00173136,0,-3.13254,-0.10812,-0.242717,-17.3969
0.4511,0.4,0.499098,0,1.57355,0,0.00173482,0,-3.15246,-0.100856,-0.236036,-17.0612
0.4512,0.4,0.499094,0,1.57348,0,0.00173831,0,-3.17166,-0.0935219,-0.229278,-16.7202
0.4513,0.4,0.499089,0,1.57341,0,0.00174184,0,-3.19012,-0.0861179,-0.222446,-16.3732
0.4514,0.4,0.499084,0,1.57333,0,0.00174539,0,-3.20784,-0.0786443,-0.215536,-16.0216
0.4515,0.4,0.499079,0,1.57326,0,0.00174897,0,-3.22481,-0.071108,-0.208554,-15.6653
0.4516,0.4,0.499074,0,1.57319,0,0.00175258,0,-3.24103,-0.0635151,-0.201509,-15.303
0.4517,0.4,0.499069,0,1.57311,0,0.00175621,0,-3.25648,-0.0558564,-0.194388,-14.9373
0.4518,0.4,0.499064,0,1.57303,0,0.00175987,0,-3.27118,-0.0481523,-0.187213,-14.5668
0.4519,0.4,0.499059,0,1.57296,0,0.00176355,0,-3.2851,-0.0403973,-0.179978,-14.1916
0.452,0.4,0.499053,0,1.57288,0,0.00176726,0,-3.29825,-0.032595,-0.172685,-13.8129
0.4521,0.4,0.499048,0,1.5728,0,0.00177098,0,-3.31062,-0.0247533,-0.165343,-13.4294
0.4522,0.4,0.499043,0,1.57272,0,0.00177472,0,-3.3222,-0.0168681,-0.157947,-13.0424
0.4523,0.4,0.499038,0,1.57264,0,0.00177848,0,-3.33299,-0.00894739,-0.150504,-12.6519
0.4524,0.4,0.499032,0,1.57256,0,0.00178225,0,-3.343,-0.000997398,-0.14302,-12.2579
0.4525,0.4,0.499027,0,1.57247,0,0.00178604,0,-3.3522,0.00698269,-0.135496,-11.8603
0.4526,0.4,0.499022,0,1.57239,0,0.00178984,0,-3.36061,0.0149878,-0.127933,-11.4598
0.4527,0.4,0.499017,0,1.57231,0,0.00179365,0,-3.36822,0.0230139,-0.120337,-11.0563
0.4528,0.4,0.499011,0,1.57222,0,0.00179747,0,-3.37502,0.0310567,-0.112711,-10.6499
0.4529,0.4,0.499006,0,1.57214,0,0.0018013,0,-3.38102,0.0391149,-0.105057,-10.2411
0.453,0.4,0.499,0,1.57206,0,0.00180513,0,-3.38621,0.0471812,-0.0973824,-9.82994
0.4531,0.4,0.498995,0,1.57197,0,0.00180897,0,-3.3906,0.0552537,-0.0896877,-9.41645
0.4532,0.4,0.498989,0,1.57189,0,0.00181281,0,-3.39418,0.0633292,-0.0819765,-9.00059
0.4533,0.4,0.498984,0,1.5718,0,0.00181666,0,-3.39695,0.0714071,-0.0742477,-8.58296
0.4534,0.4,0.498978,0,1.57171,0,0.0018205,0,-3.3989,0.0794815,-0.0665091,-8.16297
0.4535,0.4,0.498973,0,1.57163,0,0.00182434,0,-3.40005,0.0875559,-0.0587565,-7.74181
0.4536,0.4,0.498967,0,1.57154,0,0.00182818,0,-3.40039,0.0956164,-0.0510011,-7.31947
0.4537,0.4,0.498962,0,1.57145,0,0.00183202,0,-3.39992,0.103663,-0.0432466,-6.89594
0.4538,0.4,0.498956,0,1.57137,0,0.00183584,0,-3.39864,0.111691,-0.0354949,-6.47124
0.4539,0.4,0.498951,0,1.57128,0,0.00183966,0,-3.39656,0.119697,-0.0277479,-6.04594
0.454,0.4,0.498945,0,1.57119,0,0.00184347,0,-3.39368,0.127681,-0.0200113,-5.61946
0.4541,0.4,0.498939,0,1.57111,0,0.00184727,0,-3.38999,0.135638,-0.0122832,-5.19239
0.4542,0.4,0.498934,0,1.57102,0,0.00185106,0,-3.3855,0.143569,-0.00456736,-4.76532
0.4543,0.4,0.498928,0,1.57093,0,0.00185483,0,-3.38022,0.151465,0.00312996,-4.33824
0.4544,0.4,0.498923,0,1.57084,0,0.00185859,0,-3.37414,0.159321,0.0108022,-3.91057
0.4545,0.4,0.498917,0,1.57076,0,0.00186233,0,-3.36727,0.167142,0.0184559,-3.48289
0.4546,0.4,0.498911,0,1.57067,0,0.00186605,0,-3.35962,0.174925,0.0260869,-3.0564
0.4547,0.4,0.498906,0,1.57058,0,0.00186976,0,-3.35118,0.182655,0.0336817,-2.62989
0.4548,0.4,0.4989,0,1.5705,0,0.00187343,0,-3.34197,0.19034,0.0412445,-2.20516
0.4549,0.4,0.498894,0,1.57041,0,0.00187708,0,-3.33198,0.197964,0.0487642,-1.77982
0.455,0.4,0.498889,0,1.57032,0,0.00188072,0,-3.32122,0.20554,0.0562528,-1.35565
0.4551,0.4,0.498883,0,1.57024,0,0.00188432,0,-3.3097,0.213065,0.0637031,-0.933256
0.4552,0.4,0.498877,0,1.57015,0,0.0018879,0,-3.29743,0.220524,0.071105,-0.512029
0.4553,0.4,0.498872,0,1.57007,0,0.00189145,0,-3.2844,0.22792,0.0784585,-0.0925641
0.4554,0.4,0.498866,0,1.56998,0,0.00189496,0,-3.27062,0.235248,0.0857593,0.325733
0.4555,0.4,0.498861,0,1.5699,0,0.00189845,0,-3.2561,0.242513,0.0930119,0.741677
0.4556,0.4,0.498855,0,1.56981,0,0.00190189,0,-3.24086,0.249702,0.100204,1.15527
0.4557,0.4,0.49885,0,1.56973,0,0.0019053,0,-3.22488,0.256812,0.107333,1.5677
0.4558,0.4,0.498844,0,1.56964,0,0.00190868,0,-3.20819,0.263854,0.114407,1.97778
0.4559,0.4,0.498838,0,1.56956,0,0.00191202,0,-3.19079,0.270821,0.12142,2.38491
0.456,0.4,0.498833,0,1.56948,0,0.00191532,0,-3.17268,0.277704,0.128365,2.78971
